0.4,0.5,500,10,250,75,3.83941e-012,3.83941e-012
0.4006,0.5,500,10,250,75,3.84435e-012,3.84435e-012
0.4012,0.5,500,10,250,75,3.8493e-012,3.8493e-012
0.4018,0.5,500,10,250,75,3.85426e-012,3.85426e-012
0.4024,0.5,500,10,250,75,3.85924e-012,3.85924e-012
0.403,0.5,500,10,250,75,3.86422e-012,3.86422e-012
0.4036,0.5,500,10,250,75,3.86922e-012,3.86922e-012
0.4042,0.5,500,10,250,75,3.87422e-012,3.87422e-012
0.4048,0.5,500,10,250,75,3.87924e-012,3.87924e-012
0.4054,0.5,500,10,250,75,3.88427e-012,3.88427e-012
0.406,0.5,500,10,250,75,3.8893e-012,3.8893e-012
0.4066,0.5,500,10,250,75,3.89435e-012,3.89435e-012
0.4072,0.5,500,10,250,75,3.89941e-012,3.89941e-012
0.4078,0.5,500,10,250,75,3.90448e-012,3.90448e-012
0.4084,0.5,500,10,250,75,3.90957e-012,3.90957e-012
0.409,0.5,500,10,250,75,3.91466e-012,3.91466e-012
0.4096,0.5,500,10,250,75,3.91976e-012,3.91976e-012
0.4102,0.5,500,10,250,75,3.92488e-012,3.92488e-012
0.4108,0.5,500,10,250,75,3.93001e-012,3.93001e-012
0.4114,0.5,500,10,250,75,3.93514e-012,3.93514e-012
0.412,0.5,500,10,250,75,3.94029e-012,3.94029e-012
0.4126,0.5,500,10,250,75,3.94545e-012,3.94545e-012
0.4132,0.5,500,10,250,75,3.95062e-012,3.95062e-012
0.4138,0.5,500,10,250,75,3.95581e-012,3.95581e-012
0.4144,0.5,500,10,250,75,3.961e-012,3.961e-012
0.415,0.5,500,10,250,75,3.96621e-012,3.96621e-012
0.4156,0.5,500,10,250,75,3.97142e-012,3.97142e-012
0.4162,0.5,500,10,250,75,3.97665e-012,3.97665e-012
0.4168,0.5,500,10,250,75,3.98189e-012,3.98189e-012
0.4174,0.5,500,10,250,75,3.98714e-012,3.98714e-012
0.418,0.5,500,10,250,75,3.9924e-012,3.9924e-012
0.4186,0.5,500,10,250,75,3.99768e-012,3.99768e-012
0.4192,0.5,500,10,250,75,4.00296e-012,4.00296e-012
0.4198,0.5,500,10,250,75,4.00826e-012,4.00826e-012
0.4204,0.5,500,10,250,75,4.01357e-012,4.01357e-012
0.421,0.5,500,10,250,75,4.01889e-012,4.01889e-012
0.4216,0.5,500,10,250,75,4.02423e-012,4.02423e-012
0.4222,0.5,500,10,250,75,4.02957e-012,4.02957e-012
0.4228,0.5,500,10,250,75,4.03493e-012,4.03493e-012
0.4234,0.5,500,10,250,75,4.0403e-012,4.0403e-012
0.424,0.5,500,10,250,75,4.04568e-012,4.04568e-012
0.4246,0.5,500,10,250,75,4.05107e-012,4.05107e-012
0.4252,0.5,500,10,250,75,4.05647e-012,4.05647e-012
0.4258,0.5,500,10,250,75,4.06189e-012,4.06189e-012
0.4264,0.5,500,10,250,75,4.06732e-012,4.06732e-012
0.427,0.5,500,10,250,75,4.07276e-012,4.07276e-012
0.4276,0.5,500,10,250,75,4.07821e-012,4.07821e-012
0.4282,0.5,500,10,250,75,4.08367e-012,4.08367e-012
0.4288,0.5,500,10,250,75,4.08915e-012,4.08915e-012
0.4294,0.5,500,10,250,75,4.09464e-012,4.09464e-012
0.43,0.5,500,10,250,75,4.10014e-012,4.10014e-012
0.4306,0.5,500,10,250,75,4.10566e-012,4.10566e-012
0.4312,0.5,500,10,250,75,4.11118e-012,4.11118e-012
0.4318,0.5,500,10,250,75,4.11672e-012,4.11672e-012
0.4324,0.5,500,10,250,75,4.12227e-012,4.12227e-012
0.433,0.5,500,10,250,75,4.12783e-012,4.12783e-012
0.4336,0.5,500,10,250,75,4.13341e-012,4.13341e-012
0.4342,0.5,500,10,250,75,4.139e-012,4.139e-012
0.4348,0.5,500,10,250,75,4.1446e-012,4.1446e-012
0.4354,0.5,500,10,250,75,4.15021e-012,4.15021e-012
0.436,0.5,500,10,250,75,4.15584e-012,4.15584e-012
0.4366,0.5,500,10,250,75,4.16148e-012,4.16148e-012
0.4372,0.5,500,10,250,75,4.16713e-012,4.16713e-012
0.4378,0.5,500,10,250,75,4.1728e-012,4.1728e-012
0.4384,0.5,500,10,250,75,4.17848e-012,4.17848e-012
0.439,0.5,500,10,250,75,4.18417e-012,4.18417e-012
0.4396,0.5,500,10,250,75,4.18987e-012,4.18987e-012
0.4402,0.5,500,10,250,75,4.19559e-012,4.19559e-012
0.4408,0.5,500,10,250,75,4.20132e-012,4.20132e-012
0.4414,0.5,500,10,250,75,4.20706e-012,4.20706e-012
0.442,0.5,500,10,250,75,4.21281e-012,4.21281e-012
0.4426,0.5,500,10,250,75,4.21858e-012,4.21858e-012
0.4432,0.5,500,10,250,75,4.22436e-012,4.22436e-012
0.4438,0.5,500,10,250,75,4.23016e-012,4.23016e-012
0.4444,0.5,500,10,250,75,4.23597e-012,4.23597e-012
0.445,0.5,500,10,250,75,4.24179e-012,4.24179e-012
0.4456,0.5,500,10,250,75,4.24762e-012,4.24762e-012
0.4462,0.5,500,10,250,75,4.25347e-012,4.25347e-012
0.4468,0.5,500,10,250,75,4.25934e-012,4.25934e-012
0.4474,0.5,500,10,250,75,4.26521e-012,4.26521e-012
0.448,0.5,500,10,250,75,4.2711e-012,4.2711e-012
0.4486,0.5,500,10,250,75,4.277e-012,4.277e-012
0.4492,0.5,500,10,250,75,4.28292e-012,4.28292e-012
0.4498,0.5,500,10,250,75,4.28885e-012,4.28885e-012
0.4504,0.5,500,10,250,75,4.29479e-012,4.29479e-012
